4092010	66	90
5092010	63	84
6092010	52	85
7092010	73	95
8092010	74	95
9092010	79	95
10092010	72	94
11092010	64	92
12092010	66	96
13092010	63	96
14092010	51	84
15092010	60	88
16092010	49	73
17092010	49	70
18092010	50	71
19092010	42	84
20092010	62	83
21092010	53	84
22092010	63	92
23092010	49	91
24092010	53	76
25092010	57	81
26092010	62	89
27092010	61	87
28092010	61	81
29092010	55	86
30092010	48	90
1102010	61	93
2102010	53	96
3102010	35	83
4102010	50	91
5102010	71	95
6102010	69	86
7102010	66	90
8102010	64	85
9102010	61	88
10102010	46	79
11102010	53	83
12102010	57	82
13102010	50	72
14102010	57	77
15102010	58	80
16102010	55	80
17102010	56	81
18102010	46	80
19102010	60	82
20102010	59	82
21102010	42	87
22102010	55	78
23102010	41	85
24102010	54	89
25102010	63	94
26102010	59	87
27102010	66	93
28102010	65	92
29102010	67	86
30102010	66	92
31102010	74	91
1112010	65	90
2112010	61	86
3112010	58	89
4112010	60	87
5112010	59	89
6112010	46	87
7112010	50	87
8112010	45	87
9112010	37	74
10112010	45	77
11112010	44	86
12112010	37	76
13112010	39	76
14112010	50	84
15112010	53	80
16112010	54	90
17112010	55	79
18112010	45	80
19112010	60	82
20112010	64	92
21112010	55	88
22112010	55	74
23112010	58	86
24112010	59	82
25112010	62	85
26112010	62	80
27112010	49	78
28112010	63	92
29112010	66	96
30112010	54	77
1122010	51	76
2122010	43	77
3122010	52	73
4122010	52	80
5122010	49	80
6122010	46	78
7122010	57	78
8122010	60	77
9122010	62	92
10122010	65	91
11122010	55	80
12122010	62	80
13122010	61	83
14122010	55	82
15122010	62	86
16122010	62	89
17122010	65	93
18122010	63	90
19122010	51	76
20122010	52	78
21122010	57	82
22122010	68	84
23122010	67	92
24122010	66	95
25122010	46	84
26122010	49	85
27122010	48	74
28122010	58	83
29122010	55	82
30122010	54	91
31122010	53	74
1012011	50	74
2012011	48	75
3012011	50	73
4012011	54	82
5012011	53	75
6012011	49	78
7012011	52	73
8012011	55	78
9012011	52	76
10012011	57	80
11012011	49	77
12012011	49	91
13012011	52	93
14012011	51	80
15012011	52	90
16012011	60	79
17012011	59	92
18012011	53	85
19012011	51	88
20012011	52	90
21012011	66	91
22012011	56	81
23012011	61	82
24012011	65	91
25012011	64	92
26012011	57	82
27012011	70	94
28012011	70	96
29012011	89	98
30012011	91	98
31012011	73	97
1022011	71	93
2022011	61	93
3022011	65	87
4022011	68	88
5022011	63	91
6022011	58	81
7022011	56	84
8022011	55	87
9022011	54	90
10022011	57	93
11022011	59	94
12022011	58	94
13022011	56	95
14022011	69	96
15022011	68	86
16022011	57	91
17022011	71	95
18022011	73	94
19022011	66	93
20022011	73	93
21022011	73	88
22022011	71	88
23022011	65	88
24022011	66	86
25022011	67	85
26022011	62	85
27022011	64	93
28022011	62	87
1032011	61	81
2032011	52	87
3032011	61	94
4032011	61	93
5032011	63	81
6032011	56	85
7032011	66	87
8032011	67	87
9032011	63	82
10032011	62	95
11032011	59	94
12032011	51	81
13032011	61	90
14032011	61	89
15032011	52	90
16032011	58	96
17032011	46	91
18032011	53	93
19032011	52	88
20032011	56	84
21032011	63	90
22032011	71	91
23032011	66	90
24032011	64	92
25032011	53	84
26032011	64	96
27032011	71	96
28032011	65	91
29032011	74	93
30032011	61	87
31032011	61	83
1042011	57	88
2042011	53	78
3042011	50	86
4042011	59	84
5042011	64	90
6042011	57	91
7042011	66	91
8042011	67	95
9042011	57	95
10042011	61	82
11042011	60	89
12042011	64	87
13042011	62	88
14042011	62	80
15042011	73	94
16042011	65	94
17042011	71	87
18042011	60	92
19042011	52	89
20042011	60	78
21042011	58	80
22042011	65	84
23042011	58	85
24042011	64	84
25042011	59	81
26042011	58	91
27042011	64	87
27042011	64	87
29042011	63	86
30042011	45	86
1052011	56	85
2052011	52	83
3052011	60	86
4052011	71	93
5052011	65	91
6052011	64	88
7052011	62	94
8052011	59	88
9052011	59	88
10052011	62	91
11052011	75	93
12052011	67	93
13052011	70	93
14052011	62	91
15052011	56	84
16052011	51	85
17052011	53	86
18052011	56	78
19052011	59	79
20052011	61	81
21052011	55	80
22052011	60	79
23052011	63	86
24052011	58	83
25052011	58	82
26052011	52	88
27052011	53	93
28052011	51	77
28052011	51	77
30052011	53	77
31052011	53	75
1062011	60	79
2062011	57	77
3062011	45	71
4062011	46	73
5062011	51	77
6062011	57	74
7062011	53	85
8062011	53	77
9062011	50	78
10062011	55	77
11062011	45	83
12062011	60	94
13062011	66	96
14062011	65	93
15062011	60	89
16062011	66	91
17062011	67	91
18062011	63	88
19062011	50	88
20062011	61	86
21062011	50	83
22062011	53	82
23062011	55	81
24062011	52	84
25062011	58	81
26062011	69	93
27062011	57	84
28062011	58	89
29062011	60	87
30062011	57	86
1072011	54	84
2072011	53	80
3072011	54	82
4072011	48	82
5072011	58	84
6072011	58	84
7072011	52	87
8072011	54	87
9072011	46	86
10072011	50	80
11072011	45	70
12072011	46	86
13072011	51	85
14072011	42	69
15072011	61	93
16072011	65	94
17072011	61	92
18072011	55	93
19072011	50	88
20072011	56	90
21072011	53	88
22072011	62	85
23072011	54	88
24072011	50	80
25072011	51	83
26072011	45	75
27072011	59	93
28072011	47	88
29072011	52	91
30072011	55	94
31072011	59	89
1082011	54	87
2082011	64	89
3082011	49	90
4082011	68	92
5082011	51	85
6082011	56	93
7082011	50	90
8082011	46	88
9082011	57	91
10082011	61	92
11082011	62	83
12082011	66	93
13082011	61	93
14082011	62	92
15082011	59	88
16082011	62	89
17082011	52	79
18082011	60	83
19082011	56	91
20082011	41	92
21082011	62	93
22082011	63	88
23082011	54	83
24082011	55	87
25082011	43	80
26082011	46	86
27082011	47	93
28082011	55	79
29082011	57	78
30082011	51	78
31082011	40	90
1092011	52	89
2092011	47	91
3092011	55	92
4092011	58	91
5092011	67	91
6092011	63	90
7092011	61	88
8092011	55	85
9092011	53	92
10092011	46	93
11092011	48	88
12092011	53	78
13092011	56	90
14092011	41	78
15092011	52	79
16092011	54	78
17092011	60	90
18092011	50	82
19092011	40	78
20092011	58	80
21092011	66	87
22092011	68	85
23092011	57	82
24092011	62	81
25092011	61	82
26092011	75	93
27092011	38	87
28092011	56	88
29092011	56	79
30092011	52	84
1102011	63	86
2102011	48	79
3102011	51	77
4102011	66	85
5102011	65	84
6102011	65	86
7102011	54	86
8102011	50	89
9102011	49	76
10102011	54	88
11102011	53	91
12102011	58	89
13102011	60	91
14102011	61	81
15102011	51	79
16102011	50	80
17102011	53	78
18102011	50	85
19102011	74	88
20102011	69	94
21102011	68	94
22102011	66	88
23102011	61	85
24102011	61	85
25102011	62	85
26102011	65	87
27102011	66	88
28102011	61	85
29102011	60	83
30102011	50	80
31102011	48	73
1112011	52	76
2112011	49	77
3112011	55	78
4112011	58	82
5112011	53	79
6112011	42	81
7112011	60	79
8112011	59	93
9112011	55	79
10112011	54	80
11112011	54	80
12112011	52	84
13112011	54	80
14112011	52	86
15112011	64	92
16112011	60	83
17112011	59	83
18112011	57	91
19112011	62	90
20112011	62	79
21112011	44	82
22112011	59	82
23112011	48	86
24112011	61	82
25112011	56	90
26112011	60	80
27112011	60	83
28112011	61	82
29112011	51	88
30112011	60	93
1122011	47	89
2122011	52	90
3122011	56	89
4122011	54	78
5122011	54	75
6122011	50	80
7122011	53	80
8122011	62	91
9122011	56	86
10122011	56	77
11122011	53	79
12122011	47	79
13122011	59	86
14122011	59	86
15122011	59	86
16122011	49	86
17122011	52	90
18122011	62	89
19122011	68	94
20122011	58	95
21122011	65	93
22122011	67	92
23122011	66	91
24122011	58	92
25122011	58	90
26122011	58	90
27122011	56	78
28122011	55	78
29122011	63	81
30122011	65	86
31122011	68	93
1012012	67	93
2012012	66	90
3012012	49	85
4012012	52	77
5012012	57	89
6012012	60	87
7012012	54	83
8012012	52	78
9012012	56	78
10012012	65	90
11012012	74	92
12012012	67	87
13012012	66	87
14012012	59	91
15012012	55	90
16012012	49	81
17012012	52	83
18012012	59	86
19012012	59	83
20012012	48	86
21012012	66	89
22012012	58	90
23012012	61	84
24012012	55	80
25012012	40	77
26012012	59	93
27012012	61	92
28012012	59	90
29012012	48	79
30012012	61	90
31012012	68	92
1022012	52	79
2022012	67	87
3022012	50	81
4022012	58	89
5022012	52	84
6022012	61	84
7022012	50	81
8022012	57	82
9022012	63	79
10022012	57	80
11022012	47	82
12022012	58	90
13022012	71	90
14022012	68	91
15022012	59	93
16022012	48	90
17022012	59	88
18022012	71	92
19022012	71	92
20022012	66	90
21022012	66	90
22022012	59	88
23022012	64	88
24022012	65	82
25022012	60	90
26022012	54	89
27022012	58	92
28022012	47	90
29022012	78	94
1032012	59	94
2032012	61	88
3032012	51	91
4032012	55	72
5032012	50	84
6032012	57	88
7032012	60	85
8032012	71	89
9032012	61	90
10032012	59	90
11032012	54	81
12032012	65	89
13032012	46	71
14032012	51	82
15032012	43	85
16032012	49	78
17032012	66	90
18032012	62	91
19032012	67	89
20032012	54	86
21032012	59	76
22032012	45	82
23032012	62	89
24032012	55	88
25032012	57	88
26032012	69	91
27032012	80	93
28032012	85	93
29032012	67	91
30032012	65	91
31032012	55	91
1042012	61	90
2042012	38	79
3042012	61	82
4042012	57	76
5042012	60	80
6042012	53	78
7042012	60	82
8042012	62	91
9042012	59	87
10042012	61	92
11042012	59	87
12042012	61	85
13042012	56	87
14042012	55	88
15042012	59	90
16042012	51	87
17042012	65	92
18042012	80	93
19042012	63	91
20042012	72	92
21042012	71	89
22042012	74	93
23042012	61	87
24042012	64	90
25042012	64	91
26042012	61	88
27042012	56	89
28042012	41	63
29042012	48	67
30042012	60	76
1052012	56	76
2052012	60	86
3052012	58	86
4052012	57	94
5052012	67	89
6052012	63	90
7052012	63	89
8052012	54	77
9052012	48	78
10052012	49	73
11052012	56	74
12052012	63	84
13052012	58	89
14052012	70	94
15052012	67	93
16052012	55	88
17052012	58	83
18052012	57	82
19052012	59	80
20052012	61	84
21052012	59	82
22052012	63	83
23052012	57	81
24052012	54	86
25052012	58	88
26052012	59	86
27052012	53	90
28052012	46	87
29052012	55	90
30052012	59	89
31052012	56	90
1062012	45	78
2062012	44	87
3062012	53	84
4062012	49	87
5062012	38	86
6062012	42	86
7062012	60	80
8062012	67	85
9062012	54	85
10062012	51	83
11062012	54	84
12062012	49	85
13062012	48	80
14062012	44	78
15062012	52	76
16062012	52	91
17062012	54	89
18062012	62	91
19062012	59	85
20062012	52	88
21062012	44	78
22062012	39	82
23062012	42	80
24062012	36	80
25062012	50	76
26062012	50	76
27062012	48	80
28062012	50	76
29062012	52	91
30062012	49	87
1072012	53	85
2072012	50	86
3072012	40	67
4072012	50	76
5072012	44	69
6072012	50	75
7072012	54	81
8072012	37	76
9072012	41	77
10072012	47	89
11072012	45	89
12072012	51	89
13072012	56	85
14072012	60	88
15072012	58	91
16072012	60	87
17072012	56	82
18072012	60	90
19072012	64	92
20072012	58	88
21072012	61	90
22072012	57	88
23072012	51	77
24072012	53	77
25072012	52	82
26072012	52	75
27072012	51	80
28072012	57	72
29072012	50	83
30072012	50	78
31072012	53	77
1082012	57	87
2082012	66	88
3082012	60	80
4082012	61	90
5082012	66	91
6082012	62	80
7082012	46	82
8082012	56	80
9082012	34	75
10082012	41	72
11082012	47	79
12082012	55	84
13082012	38	89
14082012	44	91
15082012	41	88
16082012	63	90
17082012	47	85
18082012	38	71
19082012	46	76
20082012	37	77
21082012	35	81
22082012	35	86
23082012	41	87
24082012	37	72
25082012	35	63
26082012	39	68
27082012	45	73
28082012	45	75
29082012	45	75
30082012	49	84
31082012	47	72
1092012	34	80
2092012	37	77
3092012	54	75
4092012	59	78
5092012	45	77
6092012	52	79
7092012	41	75
8092012	38	71
9092012	41	82
10092012	53	90
11092012	44	82
12092012	35	77
13092012	31	86
14092012	33	83
15092012	53	86
16092012	36	89
17092012	41	88
18092012	60	92
19092012	65	91
20092012	59	82
21092012	42	77
22092012	39	78
23092012	50	85
24092012	43	78
25092012	61	87
26092012	61	85
27092012	48	77
28092012	70	89
29092012	49	84
30092012	55	84
1102012	39	70
2102012	53	84
3102012	42	88
4102012	37	88
5102012	34	87
6102012	51	91
7102012	46	87
8102012	44	72
9102012	46	70
10102012	49	73
11102012	43	72
12102012	47	71
13102012	53	77
14102012	55	76
15102012	40	73
16102012	43	73
17102012	58	86
18102012	64	93
19102012	70	93
20102012	53	83
21102012	60	84
22102012	56	82
23102012	56	79
24102012	53	82
25102012	52	77
26102012	54	84
27102012	50	75
28102012	59	88
29102012	61	83
30102012	56	81
31102012	60	83
1112012	51	84
2112012	49	80
3112012	55	72
4112012	50	82
5112012	47	83
6112012	62	90
7112012	59	81
8112012	50	80
9112012	48	76
10112012	44	92
11112012	59	91
12112012	48	84
13112012	56	75
14112012	57	79
15112012	53	76
16112012	56	88
17112012	46	72
18112012	58	72
19112012	48	73
20112012	59	77
21112012	42	77
22112012	62	81
23112012	55	82
24112012	52	78
25112012	52	90
26112012	54	90
27112012	62	82
28112012	58	80
29112012	55	76
30112012	36	78
1122012	56	79
2122012	54	81
3122012	53	86
4122012	46	86
5122012	46	73
6122012	48	74
7122012	51	72
8122012	52	89
9122012	55	82
10122012	56	76
11122012	52	80
12122012	56	80
13122012	52	79
14122012	47	71
15122012	44	77
16122012	60	91
17122012	68	91
18122012	71	92
19122012	72	90
20122012	53	91
21122012	62	86
22122012	49	82
23122012	59	80
24122012	49	75
25122012	58	85
26122012	57	82
27122012	56	78
28122012	59	81
29122012	52	83
30122012	46	83
31122012	64	87
1012013	53	86
2012013	69	92
3012013	87	93
4012013	74	93
5012013	69	89
6012013	72	92
7012013	68	90
8012013	64	83
9012013	53	80
10012013	54	83
11012013	51	84
12012013	54	89
13012013	52	81
14012013	54	89
15012013	46	91
16012013	57	77
17012013	54	80
18012013	54	89
19012013	52	83
20012013	57	87
21012013	62	92
22012013	65	87
23012013	66	90
24012013	60	85
25012013	65	89
26012013	67	91
27012013	68	92
28012013	53	88
29012013	56	88
30012013	59	93
31012013	65	93
1022013	73	92
2022013	73	93
3022013	66	83
4022013	66	88
5022013	70	88
6022013	73	89
7022013	66	88
8022013	71	92
9022013	67	87
10022013	63	82
11022013	65	82
12022013	58	88
13022013	67	93
14022013	61	92
15022013	63	88
16022013	58	86
17022013	53	88
18022013	66	94
19022013	61	89
20022013	58	90
21022013	58	90
22022013	78	94
23022013	74	91
24022013	69	92
24022013	63	88
26022013	55	84
27022013	63	86
28022013	66	86
1032013	54	83
2032013	57	88
3032013	63	91
4032013	59	84
5032013	50	82
6032013	52	80
7032013	54	84
8032013	62	87
9032013	62	93
10032013	49	84
11032013	60	90
12032013	59	91
13032013	55	81
14032013	60	81
15032013	63	86
16032013	63	88
17032013	50	83
18032013	55	75
19032013	63	91
20032013	66	91
21032013	74	92
22032013	73	90
23032013	65	89
24032013	56	87
25032013	49	83
26032013	54	84
27032013	51	76
28032013	55	77
29032013	59	86
30032013	66	91
31032013	59	90
1042013	57	90
2042013	46	78
3042013	48	92
4042013	55	93
5042013	58	88
6042013	61	88
7042013	69	90
8042013	64	92
9042013	59	93
10042013	64	85
11042013	57	90
12042013	66	91
13042013	62	88
14042013	59	87
15042013	59	91
16042013	58	91
17042013	62	85
18042013	60	83
19042013	67	92
20042013	67	92
21042013	63	91
21042013	63	89
21042013	63	87
21042013	63	86
25042013	61	85
26042013	67	88
27042013	54	80
28042013	52	85
29042013	54	71
30042013	51	78
1052013	62	88
2052013	48	84
3052013	52	89
4052013	52	78
5052013	56	85
6052013	68	84
7052013	71	91
8052013	58	89
9052013	49	82
10052013	43	82
11052013	41	75
12052013	52	82
13052013	51	93
14052013	62	92
15052013	62	86
16052013	49	81
17052013	51	88
18052013	45	80
19052013	49	88
20052013	49	81
21052013	56	75
22052013	52	82
23052013	68	92
24052013	69	90
25052013	64	83
26052013	65	83
27052013	63	83
28052013	57	81
29052013	61	88
30052013	60	85
31052013	59	84
1062013	67	88
2062013	45	86
3062013	26	72
4062013	33	71
5062013	44	77
6062013	43	74
7062013	55	86
8062013	46	87
9062013	37	81
10062013	62	87
11062013	48	86
12062013	54	89
13062013	60	87
14062013	56	90
15062013	45	83
16062013	57	87
17062013	58	84
18062013	40	86
19062013	53	77
20062013	53	79
21062013	59	83
22062013	56	90
23062013	62	90
24062013	45	78
25062013	44	83
26062013	54	91
27062013	54	82
28062013	57	87
29062013	52	87
30062013	57	86
1072013	63	86
2072013	62	89
3072013	62	87
4072013	53	87
5072013	56	87
6072013	53	79
7072013	40	79
8072013	47	77
9072013	46	79
10072013	45	82
11072013	48	82
12072013	41	74
13072013	50	92
14072013	46	85
15072013	46	87
16072013	53	86
17072013	56	85
18072013	47	81
19072013	42	84
20072013	37	76
21072013	49	73
22072013	29	76
23072013	36	84
24072013	56	86
25072013	53	85
26072013	50	86
27072013	53	76
28072013	23	87
29072013	57	89
30072013	54	83
31072013	51	89
1082013	56	87
2082013	46	83
3082013	43	83
4082013	51	81
5082013	39	88
6082013	46	87
7082013	39	80
8082013	38	88
9082013	46	88
10082013	51	93
11082013	51	89
12082013	47	81
13082013	58	85
14082013	38	76
15082013	45	73
16082013	44	75
17082013	45	75
18082013	54	88
19082013	60	80
20082013	51	82
21082013	41	84
22082013	40	70
23082013	42	76
24082013	45	85
25082013	66	90
26082013	45	90
27082013	26	80
28082013	49	86
29082013	56	87
30082013	56	90
31082013	58	91
1092013	53	80
2092013	50	81
3092013	68	86
4092013	54	76
5092013	55	84
6092013	52	82
7092013	51	81
8092013	44	66
9092013	41	72
10092013	60	78
11092013	32	76
12092013	44	92
13092013	44	89
14092013	45	79
15092013	31	76
16092013	52	74
17092013	54	77
18092013	47	85
19092013	50	93
20092013	39	77
21092013	41	85
22092013	44	85
23092013	51	76
24092013	47	73
25092013	45	74
26092013	46	79
27092013	62	82
28092013	63	82
29092013	57	82
30092013	62	82
1102013	54	81
2102013	48	74
3102013	50	74
4102013	42	83
5102013	40	74
6102013	33	74
7102013	31	75
8102013	56	80
9102013	50	78
10102013	55	87
11102013	67	81
12102013	60	80
13102013	51	81
14102013	61	81
15102013	62	77
16102013	54	82
17102013	49	85
18102013	47	80
19102013	48	82
20102013	55	78
21102013	42	77
22102013	55	75
23102013	48	77
24102013	49	80
25102013	63	86
26102013	60	88
27102013	58	81
28102013	40	78
29102013	63	88
30102013	84	93
31102013	70	94
1112013	59	89
2112013	60	82
3112013	63	86
4112013	66	86
5112013	64	86
6112013	61	88
7112013	57	84
8112013	52	79
9112013	59	79
10112013	56	77
11112013	49	76
12112013	53	76
13112013	48	92
14112013	76	93
15112013	55	92
16112013	60	83
17112013	58	83
18112013	51	80
19112013	48	76
20112013	50	77
21112013	59	75
22112013	58	78
23112013	55	82
24112013	60	89
25112013	71	92
26112013	68	85
27112013	65	85
28112013	64	92
29112013	66	92
30112013	63	92
1122013	70	94
2122013	71	87
3122013	72	91
4122013	63	91
5122013	59	84
6122013	40	80
7122013	59	82
8122013	61	90
9122013	70	90
10122013	66	88
11122013	70	91
12122013	61	82
13122013	64	78
14122013	61	80
15122013	64	85
16122013	60	80
17122013	56	81
18122013	61	86
19122013	64	92
20122013	68	90
21122013	58	85
22122013	48	82
23122013	39	70
24122013	51	82
25122013	57	74
26122013	58	80
27122013	48	79
28122013	63	83
29122013	64	86
30122013	60	82
31122013	56	78
1012014	62	94
2012014	87	96
3012014	78	95
4012014	76	94
5012014	59	91
6012014	69	93
7012014	65	91
8012014	73	93
9012014	74	93
10012014	68	90
11012014	50	83
12012014	68	83
13012014	57	86
14012014	54	76
15012014	56	79
16012014	59	90
17012014	62	92
18012014	58	92
19012014	60	88
20012014	64	89
21012014	56	80
22012014	55	83
23012014	60	90
24012014	62	90
25012014	61	88
26012014	63	79
27012014	59	91
28012014	64	90
29012014	63	90
30012014	59	89
31012014	59	88
1022014	57	93
2022014	62	82
3022014	67	81
4022014	67	86
5022014	62	85
6022014	62	91
7022014	55	92
8022014	69	90
9022014	62	92
10022014	54	87
11022014	47	83
12022014	56	84
13022014	59	86
14022014	65	91
15022014	62	89
16022014	57	81
17022014	60	80
18022014	64	91
19022014	60	83
20022014	66	89
21022014	51	83
22022014	53	80
23022014	53	86
24022014	56	88
25022014	66	90
26022014	57	93
27022014	56	92
28022014	53	85
1032014	41	89
2032014	64	89
3032014	56	88
4032014	49	88
5032014	65	88
6032014	55	80
7032014	60	86
8032014	57	77
9032014	53	78
10032014	58	78
11032014	57	80
12032014	59	85
13032014	50	86
14032014	57	87
15032014	62	82
16032014	63	91
17032014	60	82
18032014	59	85
19032014	65	90
20032014	65	89
21032014	53	89
22032014	56	88
23032014	63	92
24032014	56	89
25032014	56	88
26032014	45	88
27032014	47	85
28032014	47	80
29032014	49	84
30032014	55	79
31032014	52	82
1042014	51	90
2042014	49	75
3042014	54	90
4042014	45	89
5042014	50	90
6042014	48	80
7042014	53	92
8042014	57	85
9042014	49	82
10042014	49	78
11042014	51	80
12042014	51	88
13042014	53	92
14042014	66	91
15042014	65	92
16042014	73	93
17042014	61	88
18042014	59	90
19042014	48	78
20042014	59	85
21042014	59	84
22042014	54	80
23042014	66	89
24042014	56	84
25042014	54	87
26042014	53	93
27042014	65	80
28042014	58	78
29042014	59	85
30042014	61	86
1052014	61	87
2052014	53	87
3052014	51	77
4052014	60	89
5052014	57	83
6052014	52	90
7052014	65	91
8052014	68	92
9052014	63	83
10052014	61	85
11052014	62	89
12052014	57	87
13052014	67	89
14052014	48	89
15052014	53	80
16052014	55	80
17052014	56	83
18052014	56	85
19052014	54	80
20052014	47	83
21052014	42	69
22052014	50	72
23052014	43	80
24052014	44	68
25052014	49	76
26052014	45	78
27052014	57	84
28052014	42	82
29052014	59	92
30052014	60	90
31052014	68	94
1062014	52	79
2062014	64	93
3062014	60	90
4062014	58	80
5062014	47	68
6062014	45	75
7062014	50	75
8062014	56	83
9062014	53	84
10062014	54	75
11062014	48	70
12062014	47	69
13062014	41	68
14062014	38	66
15062014	58	72
